nome,email,data,cidade,valor
Pessoa919,pessoa919@email.com,2024/08/24,Cidade20,439
Pessoa919,pessoa919@email.com,2024-09-25,Cidade1,446
Pessoa921,pessoa921@email.com,26/10/2024,Cidade2,453
Pessoa922,pessoa922@email.com,11-27-2024,Cidade3,460
Pessoa923,pessoa923@email.com,2024/12/28,Cidade4,467
Pessoa924,pessoa924@email.com,2024-01-01,Cidade5,474
Pessoa925,pessoa925@email.com,02/02/2024,Cidade6,481
Pessoa926,pessoa926@email.com,03-03-2024,Cidade7,488
Pessoa927,pessoa927@email.com,2024/04/04,Cidade8,495
Pessoa928,pessoa928@email.com,2024-05-05,Cidade9,502
Pessoa929,pessoa929@email.com,06/06/2024,Cidade10,509
Pessoa930,pessoa930@email.com,07-07-2024,Cidade11,516
Pessoa931,pessoa931@email.com,2024/08/08,Cidade12,523
Pessoa932,pessoa932@email.com,2024-09-09,Cidade13,530
Pessoa933,pessoa933@email.com,10/10/2024,Cidade14,537
Pessoa934,pessoa934@email.com,11-11-2024,Cidade15,544
,,,,
Pessoa936,pessoa936@email.com,2024-01-13,Cidade17,558
Pessoa937,pessoa937@email.com,14/02/2024,Cidade18,565
Pessoa938,pessoa938@email.com,03-15-2024,Cidade19,572
Pessoa939,pessoa939@email.com,2024/04/16,Cidade20,579
Pessoa940,pessoa940@email.com,2024-05-17,Cidade1,586
Pessoa941,pessoa941@email.com,18/06/2024,Cidade2,593
Pessoa942,pessoa942@email.com,07-19-2024,Cidade3,600
Pessoa942,pessoa942@email.com,01/02/2024,Cidade4,607
Pessoa944,pessoa944@email.com,2024-09-21,Cidade5,614
Pessoa945,pessoa945@email.com,22/10/2024,Cidade6,621
Pessoa946,pessoa946@email.com,11-23-2024,Cidade7,628
Pessoa947,pessoa947@email.com,2024/12/24,Cidade8,635
Pessoa948,pessoa948@email.com,2024-01-25,Cidade9,642
Pessoa949,pessoa949@email.com,26/02/2024,Cidade10,649
Pessoa950,pessoa950@email.com,03-27-2024,Cidade11,656
Pessoa951,pessoa951@email.com,2024/04/28,Cidade12,663
,,,,
Pessoa953,pessoa953@email.com,02/06/2024,Cidade14,677
Pessoa954,pessoa954@email.com,07-03-2024,Cidade15,684
Pessoa955,pessoa955@email.com,2024/08/04,Cidade16,691
Pessoa956,pessoa956@email.com,2024-09-05,Cidade17,698
Pessoa957,pessoa957@email.com,06/10/2024,Cidade18,705
Pessoa958,pessoa958@email.com,11-07-2024,Cidade19,712
Pessoa959,pessoa959@email.com,2024/12/08,Cidade20,719
Pessoa960,pessoa960@email.com,2024-01-09,Cidade1,726
Pessoa961,pessoa961@email.com,10/02/2024,Cidade2,733
Pessoa962,pessoa962@email.com,03-11-2024,Cidade3,740
Pessoa963,pessoa963@email.com,2024/04/12,Cidade4,747
Pessoa964,pessoa964@email.com,2024-05-13,Cidade5,754
Pessoa965,pessoa965@email.com,14/06/2024,Cidade6,761
Pessoa965,pessoa965@email.com,07-15-2024,Cidade7,768
Pessoa967,pessoa967@email.com,2024/08/16,Cidade8,775
Pessoa968,pessoa968@email.com,2024-09-17,Cidade9,782
,,,,
Pessoa970,pessoa970@email.com,11-19-2024,Cidade11,796
Pessoa971,pessoa971@email.com,2024/12/20,Cidade12,803
Pessoa972,pessoa972@email.com,2024-01-21,Cidade13,810
Pessoa973,pessoa973@email.com,22/02/2024,Cidade14,817
Pessoa974,pessoa974@email.com,03-23-2024,Cidade15,824
Pessoa975,pessoa975@email.com,2024/04/24,Cidade16,831
Pessoa976,pessoa976@email.com,2024-05-25,Cidade17,838
Pessoa977,pessoa977@email.com,26/06/2024,Cidade18,845
Pessoa978,pessoa978@email.com,07-27-2024,Cidade19,852
Pessoa979,pessoa979@email.com,2024/08/28,Cidade20,859
Pessoa980,pessoa980@email.com,2024-09-01,Cidade1,866
Pessoa981,pessoa981@email.com,02/10/2024,Cidade2,873
Pessoa982,pessoa982@email.com,11-03-2024,Cidade3,880
Pessoa983,pessoa983@email.com,2024/12/04,Cidade4,887
Pessoa984,pessoa984@email.com,01/02/2024,Cidade5,894
Pessoa985,pessoa985@email.com,06/02/2024,Cidade6,901
,,,,
Pessoa987,pessoa987@email.com,2024/04/08,Cidade8,915
Pessoa988,pessoa988@email.com,2024-05-09,Cidade9,922
Pessoa988,pessoa988@email.com,10/06/2024,Cidade10,929
Pessoa990,pessoa990@email.com,07-11-2024,Cidade11,936
Pessoa991,pessoa991@email.com,2024/08/12,Cidade12,943
Pessoa992,pessoa992@email.com,2024-09-13,Cidade13,950
Pessoa993,pessoa993@email.com,14/10/2024,Cidade14,957
Pessoa994,pessoa994@email.com,11-15-2024,Cidade15,964
Pessoa995,pessoa995@email.com,2024/12/16,Cidade16,971
Pessoa996,pessoa996@email.com,2024-01-17,Cidade17,978
Pessoa997,pessoa997@email.com,18/02/2024,Cidade18,985
Pessoa998,pessoa998@email.com,03-19-2024,Cidade19,992
Pessoa999,pessoa999@email.com,2024/04/20,Cidade20,0
Pessoa1000,pessoa1000@email.com,2024-05-21,Cidade1,7
